# MANUALLY REVIEWED - all current project array declarations; Clang provides coverage, semantic dispositions follow declaration/use review.
declaration	kind	owner	name	datatype	dimensions	verdict	finding	evidence	note
include/kf/game_save.h:137	FIELD_DECL	KfSavePayload	unknown_2548	u8[56]	56	unresolved		include/kf/game_save.h:137	not touched by the write/read pair
include/kf/game_save.h:146	TYPEDEF_DECL	file_scope	check_save_workspace_size	char[1]	1	layout_assertion		include/kf/game_save.h:146	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:147	TYPEDEF_DECL	file_scope	check_save_workspace_payload	char[1]	1	layout_assertion		include/kf/game_save.h:147	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:153	TYPEDEF_DECL	file_scope	check_psx_save_header_magic	char[1]	1	layout_assertion		include/kf/game_save.h:153	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:154	TYPEDEF_DECL	file_scope	check_psx_save_header_icon_type	char[1]	1	layout_assertion		include/kf/game_save.h:154	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:155	TYPEDEF_DECL	file_scope	check_psx_save_header_block_count	char[1]	1	layout_assertion		include/kf/game_save.h:155	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:156	TYPEDEF_DECL	file_scope	check_psx_save_header_title	char[1]	1	layout_assertion		include/kf/game_save.h:156	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:157	TYPEDEF_DECL	file_scope	check_psx_save_header_zero_pad	char[1]	1	layout_assertion		include/kf/game_save.h:157	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:158	TYPEDEF_DECL	file_scope	check_psx_save_header_clut	char[1]	1	layout_assertion		include/kf/game_save.h:158	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:159	TYPEDEF_DECL	file_scope	check_psx_save_header_icon_frames	char[1]	1	layout_assertion		include/kf/game_save.h:159	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:164	TYPEDEF_DECL	file_scope	check_save_summary_experience	char[1]	1	layout_assertion		include/kf/game_save.h:164	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:165	TYPEDEF_DECL	file_scope	check_save_summary_current_floor	char[1]	1	layout_assertion		include/kf/game_save.h:165	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:166	TYPEDEF_DECL	file_scope	check_save_summary_current_hp	char[1]	1	layout_assertion		include/kf/game_save.h:166	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:167	TYPEDEF_DECL	file_scope	check_save_summary_maximum_hp	char[1]	1	layout_assertion		include/kf/game_save.h:167	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:168	TYPEDEF_DECL	file_scope	check_save_summary_current_mp	char[1]	1	layout_assertion		include/kf/game_save.h:168	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:169	TYPEDEF_DECL	file_scope	check_save_summary_maximum_mp	char[1]	1	layout_assertion		include/kf/game_save.h:169	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/game_save.h:174	VAR_DECL	file_scope	memory_card_message_path_template	char[]	?	encoded_content		include/kf/game_save.h:174	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
include/kf/game_save.h:176	VAR_DECL	file_scope	memory_card_root_path	const char[]	?	encoded_content		include/kf/game_save.h:176;src/game/save_system.c:262	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
include/kf/game_save.h:179	VAR_DECL	file_scope	save_main_file_path	const char[]	?	encoded_content		include/kf/game_save.h:179;src/game/save_system.c:332;src/game/save_system.c:338;src/game/save_system.c:383;src/game/save_system.c:413;src/game/save_system.c:485;src/game/save_system.c:570	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
include/kf/game_save.h:181	VAR_DECL	file_scope	save_temporary_file_path	const char[]	?	encoded_content		include/kf/game_save.h:181;src/game/save_system.c:341;src/game/save_system.c:343;src/game/save_system.c:773;src/game/save_system.c:775	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
include/kf/game_state.h:31	VAR_DECL	file_scope	talk_image_path_template	char[]	?	encoded_content		include/kf/game_state.h:31;src/game/save_system.c:853;src/game/save_system.c:855;src/game/save_system.c:856;src/game/save_system.c:857;src/game/save_system.c:858;src/game/save_system.c:859;src/game/save_system.c:860	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
include/kf/item.h:204	FIELD_DECL	KfFloorItem	unknown_10	u8[4]	4	unresolved		include/kf/item.h:204	not written by the loader
include/kf/item.h:206	FIELD_DECL	KfFloorItem	unknown_15	u8[3]	3	unresolved		include/kf/item.h:206	not written by the loader
include/kf/item.h:210	VAR_DECL	file_scope	item_stock	u8[3][80]	3x80	numeric		include/kf/item.h:210;src/game/item.c:237;src/game/item.c:240;src/game/item.c:249;src/game/item.c:354;src/game/item.c:383;src/game/item.c:514;src/game/item.c:583;src/game/map_load.c:184;src/game/map_scripts.c:215;src/game/map_scripts.c:273;src/game/map_scripts.c:310;src/game/map_scripts.c:403;src/game/map_scripts.c:405;src/game/map_scripts.c:407;src/game/map_scripts.c:418;src/game/map_scripts.c:421;src/game/map_scripts.c:434;src/game/map_scripts.c:436;src/game/map_scripts.c:438;src/game/menu.c:180;src/game/menu_item_detail.c:119;src/game/menu_item_drop.c:43;src/game/menu_item_model_preview.c:73;src/game/menu_select.c:45;src/game/player_use_item.c:132;src/game/player_use_item.c:179;src/game/player_use_item.c:180;src/game/save_system.c:377;src/game/save_system.c:628	Inventory quantities or copied stock counts; decrement for equipment exclusion, purchase, sale or drop proves numerical use.
include/kf/magic.h:44	FIELD_DECL	KfMagicRecord	sounds	SoundRef[2]	2	sdk_audio		include/kf/magic.h:44;src/game/effect_dispatch.c:166;src/game/effect_dispatch.c:242;src/game/effect_dispatch.c:309;src/game/effect_dispatch.c:338;src/game/effect_dispatch.c:375;src/game/effect_dispatch.c:586;src/game/effect_pool.c:81;src/game/effect_pool.c:92;src/game/effect_pool.c:112;src/game/effect_pool.c:132;src/game/effect_pool.c:168;src/game/effect_pool.c:191;src/game/effect_pool.c:205;src/game/effect_pool.c:215;src/game/effect_pool.c:225;src/game/effect_pool.c:260;src/game/effect_pool.c:271;src/game/effect_pool.c:322;src/game/effect_pool.c:346;src/game/effect_pool.c:358;src/game/effect_pool.c:377;src/game/effect_pool.c:393;src/game/effect_update.c:86;src/game/effect_update.c:151	SDK program, tone and note numbers passed to sound APIs; numerical handles/pitch, not game selectors.
include/kf/magic.h:45	FIELD_DECL	KfMagicRecord	damage_components	u16[4]	4	numeric		include/kf/magic.h:45;src/game/effect_dispatch.c:172;src/game/effect_dispatch.c:173;src/game/effect_dispatch.c:174;src/game/effect_dispatch.c:179;src/game/effect_dispatch.c:180;src/game/effect_dispatch.c:189;src/game/effect_dispatch.c:190;src/game/effect_dispatch.c:191;src/game/effect_dispatch.c:204;src/game/effect_dispatch.c:205;src/game/effect_dispatch.c:420;src/game/effect_dispatch.c:466;src/game/effect_dispatch.c:467;src/game/effect_dispatch.c:471;src/game/effect_dispatch.c:472;src/game/effect_dispatch.c:613;src/game/effect_dispatch.c:614;src/game/effect_dispatch.c:617;src/game/effect_dispatch.c:618;src/game/effect_dispatch.c:686;src/game/effect_dispatch.c:687;src/game/effect_dispatch.c:691;src/game/effect_dispatch.c:692;src/game/effect_update.c:73;src/game/effect_update.c:74;src/game/effect_update.c:77;src/game/effect_update.c:78;src/game/effect_update.c:139;src/game/effect_update.c:140;src/game/effect_update.c:143;src/game/effect_update.c:144	four magic damage components, permuted by effect kind
include/kf/magic.h:47	FIELD_DECL	KfMagicRecord	unknown_12	u8[2]	2	unresolved		include/kf/magic.h:47	meaning unresolved
include/kf/magic.h:52	FIELD_DECL	KfMagicTable	entries	KfMagicRecord[24]	24	aggregate		include/kf/magic.h:52;src/game/effect_dispatch.c:375;src/game/effect_dispatch.c:586;src/game/effect_dispatch.c:610;src/game/effect_pool.c:71;src/game/effect_pool.c:112;src/game/effect_pool.c:132;src/game/effect_pool.c:322;src/game/effect_pool.c:346;src/game/effect_pool.c:358;src/game/effect_pool.c:377;src/game/effect_pool.c:393;src/game/effect_pool.c:445;src/game/map_scripts.c:173;src/game/map_scripts.c:174;src/game/map_scripts.c:175;src/game/map_scripts.c:274;src/game/map_scripts.c:275;src/game/map_scripts.c:281;src/game/map_scripts.c:282;src/game/map_scripts.c:420;src/game/menu_panels.c:47;src/game/menu_panels.c:141;src/game/menu_panels.c:143;src/game/menu_select.c:243;src/game/player_death.c:358;src/game/player_death.c:359;src/game/player_death.c:362;src/game/player_death.c:363;src/game/player_death.c:366;src/game/player_death.c:367;src/game/player_death.c:612;src/game/player_update.c:391;src/game/player_update.c:395;src/game/player_update.c:399;src/game/player_update.c:408;src/game/player_update.c:417;src/game/save_system.c:380;src/game/save_system.c:631	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/magic.h:53	FIELD_DECL	KfMagicTable	words	u32[120]	120	encoded_storage		include/kf/magic.h:53;src/game/magic.c:39;src/game/magic.c:40	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/magic.h:56	TYPEDEF_DECL	file_scope	check_magic_table_size	char[1]	1	layout_assertion		include/kf/magic.h:56	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/map_data.h:158	FIELD_DECL	KfMapGrid	cells	u8[100][100]	100x100	numeric_storage		include/kf/map_data.h:158;src/game/actor.c:765;src/game/collision_grid.c:61;src/game/effect_dispatch.c:247;src/game/effect_dispatch.c:347;src/game/effect_dispatch.c:428;src/game/effect_map_collision.c:35;src/game/effect_update.c:201;src/game/effect_update.c:280;src/game/item.c:69;src/game/magic.c:159;src/game/map_event.c:76;src/game/map_load.c:104;src/game/map_load.c:123;src/game/map_object.c:362;src/game/map_object.c:383;src/game/map_object.c:395;src/game/map_object_pool.c:57;src/game/map_object_pool.c:58;src/game/map_object_pool.c:62;src/game/map_object_pool.c:226;src/game/map_scripts.c:336;src/game/player_core.c:254;src/game/player_core.c:396;src/game/player_core.c:403;src/game/player_core.c:517;src/game/render_map_cells.c:84;src/open/item.c:31;src/open/opening_entity_pool.c:74;src/open/render_map_cells.c:33	Height values and occupancy counts/flags share this generic grid; semantic attributes, collision kinds and orientations already own dedicated enum grids.
include/kf/map_data.h:159	FIELD_DECL	KfMapGrid	bytes	u8[10000]	10000	numeric_storage		include/kf/map_data.h:159;src/game/collision.c:88;src/game/collision_grid.c:10	Height values and occupancy counts/flags share this generic grid; semantic attributes, collision kinds and orientations already own dedicated enum grids.
include/kf/map_data.h:160	FIELD_DECL	KfMapGrid	words	u32[2500]	2500	encoded_storage		include/kf/map_data.h:160;src/game/resources.c:177;src/game/resources.c:181;src/open/resources.c:172;src/open/resources.c:176	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/map_data.h:162	TYPEDEF_DECL	file_scope	check_map_grid_size	char[1]	1	layout_assertion		include/kf/map_data.h:162	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/map_data.h:165	FIELD_DECL	KfMapAttributeGrid	cells	KfMapAttribute[100][100]	100x100	typed_enum		include/kf/map_data.h:165;src/game/actor_behavior.c:1056;src/game/effect_map_collision.c:39;src/game/game.c:74;src/game/magic.c:99;src/game/map_object_pool.c:55;src/game/map_object_pool.c:56;src/game/map_scripts.c:497;src/game/player_core.c:521;src/game/player_core.c:527;src/game/player_update.c:603;src/game/render_map_cells.c:56;src/open/render_map_cells.c:21	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
include/kf/map_data.h:166	FIELD_DECL	KfMapAttributeGrid	bytes	KfMapAttribute[10000]	10000	typed_enum		include/kf/map_data.h:166;src/game/collision.c:78	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
include/kf/map_data.h:167	FIELD_DECL	KfMapAttributeGrid	words	u32[2500]	2500	encoded_storage		include/kf/map_data.h:167;src/game/resources.c:173;src/open/resources.c:168	Aligned whole-table copy alias; semantic element access uses the enum cells/bytes.
include/kf/map_data.h:169	TYPEDEF_DECL	file_scope	check_map_attribute_grid_size	char[1]	1	layout_assertion		include/kf/map_data.h:169	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/map_data.h:173	FIELD_DECL	KfMapCollisionGrid	cells	KfMapCellKind[100][100]	100x100	typed_enum		include/kf/map_data.h:173;src/game/effect_map_collision.c:80;src/game/effect_map_collision.c:82;src/game/effect_map_collision.c:83;src/game/effect_map_collision.c:85;src/game/effect_map_collision.c:86;src/game/effect_map_collision.c:88;src/game/effect_map_collision.c:89;src/game/effect_map_collision.c:91;src/game/effect_map_collision.c:92;src/game/map_object_pool.c:60;src/game/map_object_pool.c:61;src/game/map_object_pool.c:84;src/game/map_object_pool.c:99;src/game/map_object_pool.c:104;src/game/map_object_pool.c:105;src/game/map_object_pool.c:108;src/game/map_object_pool.c:109;src/game/map_object_pool.c:112;src/game/map_object_pool.c:113;src/game/map_object_pool.c:116;src/game/map_object_pool.c:117;src/game/player_core.c:395;src/game/player_core.c:402;src/game/player_core.c:408;src/game/player_core.c:441;src/game/player_core.c:448;src/game/player_core.c:486	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
include/kf/map_data.h:174	FIELD_DECL	KfMapCollisionGrid	bytes	KfMapCellKind[10000]	10000	typed_enum		include/kf/map_data.h:174;src/game/collision.c:67;src/game/collision_grid.c:12	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
include/kf/map_data.h:175	FIELD_DECL	KfMapCollisionGrid	words	u32[2500]	2500	encoded_storage		include/kf/map_data.h:175;src/game/resources.c:183;src/open/resources.c:178	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/map_data.h:179	FIELD_DECL	KfMapOrientationGrid	cells	KfMapOrientation[100][100]	100x100	typed_enum		include/kf/map_data.h:179;src/game/effect_map_collision.c:51;src/game/map_object_pool.c:59;src/game/render_map_cells.c:80;src/open/render_map_cells.c:29	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
include/kf/map_data.h:180	FIELD_DECL	KfMapOrientationGrid	bytes	KfMapOrientation[10000]	10000	typed_enum		include/kf/map_data.h:180;src/game/collision_grid.c:13	Elements retain their declared enum domain in strict C++20, including field-width wrappers.
include/kf/map_data.h:181	FIELD_DECL	KfMapOrientationGrid	words	u32[2500]	2500	encoded_storage		include/kf/map_data.h:181;src/game/resources.c:179;src/open/resources.c:174	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/map_data.h:184	TYPEDEF_DECL	file_scope	check_map_collision_grid_size	char[1]	1	layout_assertion		include/kf/map_data.h:184	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/map_data.h:185	TYPEDEF_DECL	file_scope	check_map_orientation_grid_size	char[1]	1	layout_assertion		include/kf/map_data.h:185	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/memory.h:23	FIELD_DECL	KfMemoryAllocationState	stack	u32[17]	17	encoded_storage		include/kf/memory.h:23;src/game/memory.c:44;src/game/memory.c:101;src/game/memory.c:102;src/game/memory.c:103;src/game/memory.c:110;src/game/memory.c:113;src/game/memory.c:114;src/open/opening_controller.c:74	Packed/aligned copy or address view of an owning object; type semantic members separately.
include/kf/memory.h:32	TYPEDEF_DECL	file_scope	KfMemoryAllocationStateSizeCheck	char[1]	1	layout_assertion		include/kf/memory.h:32	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/memory.h:34	TYPEDEF_DECL	file_scope	KfMemoryArenaSizeCheck	char[1]	1	layout_assertion		include/kf/memory.h:34	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/memory.h:36	TYPEDEF_DECL	file_scope	KfMemoryArenaAllocationOffsetCheck	char[1]	1	layout_assertion		include/kf/memory.h:36	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/memory.h:38	TYPEDEF_DECL	file_scope	KfMemoryStackOffsetCheck	char[1]	1	layout_assertion		include/kf/memory.h:38	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/notify.h:38	FIELD_DECL	KfNotificationDigitBuffer	formatted	s16[12]	12	encoded_content		include/kf/notify.h:38;src/game/notify_queue.c:149	Glyph, text, image or signature content; not a game selector.
include/kf/notify.h:39	FIELD_DECL	KfNotificationDigitBuffer	values	u16[12]	12	encoded_content		include/kf/notify.h:39;src/game/notify_queue.c:152;src/game/notify_queue.c:155;src/game/notify_queue.c:158;src/game/notify_queue.c:161	Glyph, text, image or signature content; not a game selector.
include/kf/notify.h:53	FIELD_DECL	KfNotificationState	message_payloads	u16[8]	8	numeric		include/kf/notify.h:53;src/game/notify_queue.c:68;src/game/notify_queue.c:148	Only the GOLD notification writes this parallel array; its value is formatted as a decimal gold amount. Message IDs live in a separate typed array.
include/kf/notify.h:57	VAR_DECL	file_scope	notification_sprites	KfNotificationSprite[6]	6	typed_record		include/kf/notify.h:57;src/game/render_frame.c:135;src/game/render_frame.c:139	Each row already carries KfNotificationSpriteState; sprite coordinates and UVs remain quantities.
include/kf/open_audio.h:6	VAR_DECL	file_scope	audio_sequence_table	char[]	?	sdk_storage		include/kf/open_audio.h:6	SsSetTableSize sequence workspace sized by the pinned SDK SS_SEQ_TABSIZ; not a game ID list.
include/kf/open_controller.h:9	VAR_DECL	file_scope	opening_initial_tim_path	char[6]	6	encoded_content		include/kf/open_controller.h:9	Filename, path template, debug text or number-formatting character buffer; byte positions hold character encodings.
include/kf/open_opening_scenes.h:24	VAR_DECL	file_scope	opening_scene0_camera_path	KfCameraPathPoint[17]	17	numeric_geometry		include/kf/open_opening_scenes.h:24	Timed camera positions/rotations are interpolated; record components are numerical motion data.
include/kf/open_opening_scenes.h:25	VAR_DECL	file_scope	opening_scene3_camera_path	KfCameraPathPoint[3]	3	numeric_geometry		include/kf/open_opening_scenes.h:25	Timed camera positions/rotations are interpolated; record components are numerical motion data.
include/kf/open_opening_scenes.h:26	VAR_DECL	file_scope	opening_ending_camera_path	KfCameraPathPoint[9]	9	numeric_geometry		include/kf/open_opening_scenes.h:26	Timed camera positions/rotations are interpolated; record components are numerical motion data.
include/kf/open_opening_scenes.h:28	VAR_DECL	file_scope	opening_scene3_overlay_rects	KfScreenRect[2]	2	numeric_geometry		include/kf/open_opening_scenes.h:28	Screen rectangle positions and dimensions; no categorical element.
include/kf/open_opening_scenes.h:29	VAR_DECL	file_scope	opening_scene3_overlay_uv	u8[8]	8	packed_gpu		include/kf/open_opening_scenes.h:29	Interleaved U/V/span descriptor bytes passed to sprite_add_ft4; numerical texture coordinates, with odd bytes unclassified.
include/kf/open_render.h:30	FIELD_DECL	KfDisplayStateOpen	unknown_01	u8[3]	3	unresolved		include/kf/open_render.h:30	member of the display_state aggregate
include/kf/open_render.h:32	FIELD_DECL	KfDisplayStateOpen	primitive_buffers	KfPrimitiveBuffer[2]	2	aggregate		include/kf/open_render.h:32;src/open/render.c:23;src/open/render_init.c:55;src/open/render_init.c:57;src/open/render_init.c:58;src/open/render_init.c:60	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:34	FIELD_DECL	KfDisplayStateOpen	ordering_tables	KfOrderingTable[2]	2	aggregate		include/kf/open_render.h:34;src/open/render.c:24	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:39	FIELD_DECL	KfTmdStateOpen	slots	KfTmdHeader *[2]	2	pointer		include/kf/open_render.h:39;src/open/render.c:45;src/open/render.c:213	Address or pointer table; not a finite selector.
include/kf/open_render.h:52	FIELD_DECL	KfRenderStateOpen	quadrant_matrices	MATRIX[4]	4	numeric_matrix		include/kf/open_render.h:52;src/open/render_init.c:65;src/open/render_init.c:67;src/open/render_init.c:69;src/open/render_init.c:71;src/open/render_init.c:83;src/open/render_init.c:87;src/open/render_init.c:91;src/open/render_init.c:95;src/open/render_map_cells.c:52	SDK matrix coefficients/translation; arithmetic interpolation and matrix multiplication accept quantities. KF_FIXED12_ONE names numeric Q12 unity.
include/kf/open_render.h:65	FIELD_DECL	KfFloorItemStateOpen	unknown_08	u8[6]	6	unresolved		include/kf/open_render.h:65	unresolved bytes between the material and floor-item texture selectors
include/kf/open_render.h:69	FIELD_DECL	KfFloorItemStateOpen	unknown_14	u8[4]	4	unresolved		include/kf/open_render.h:69	unresolved bytes before the runtime record pool
include/kf/open_render.h:70	FIELD_DECL	KfFloorItemStateOpen	items	KfFloorItem[64]	64	typed_record	A2	include/kf/open_render.h:70;src/open/entity_render.c:187;src/open/item.c:19	Floor-item records now carry KfFloorItemSpriteId for their fixed-bank selector; animation_frame and position remain numerical.
include/kf/open_render.h:77	FIELD_DECL	KfGraphicsRuntimeOpen	display_draw_environments	DRAWENV[2]	2	aggregate		include/kf/open_render.h:77;src/open/display_adjust.c:17;src/open/display_adjust.c:18;src/open/display_adjust.c:23;src/open/display_adjust.c:24;src/open/display_adjust.c:55;src/open/display_adjust.c:56;src/open/display_adjust.c:57;src/open/opening_scenes.c:640;src/open/opening_scenes.c:645;src/open/opening_scenes.c:677;src/open/opening_scenes.c:680;src/open/render.c:37;src/open/render_init.c:109;src/open/render_init.c:120;src/open/render_init.c:129;src/open/render_init.c:137;src/open/render_init.c:138;src/open/render_init.c:139;src/open/render_init.c:140;src/open/render_init.c:141;src/open/render_init.c:142;src/open/render_init.c:143;src/open/render_init.c:144;src/open/render_init.c:145	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:78	FIELD_DECL	KfGraphicsRuntimeOpen	display_disp_environments	DISPENV[2]	2	aggregate		include/kf/open_render.h:78;src/open/display_adjust.c:22;src/open/display_adjust.c:25;src/open/render.c:38;src/open/render_init.c:123;src/open/render_init.c:135;src/open/render_init.c:148	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:79	FIELD_DECL	KfGraphicsRuntimeOpen	unknown_20108	u8[8]	8	unresolved		include/kf/open_render.h:79	unclassified interval within the independently cleared region
include/kf/open_render.h:81	FIELD_DECL	KfGraphicsRuntimeOpen	unknown_2011c	u8[4]	4	unresolved		include/kf/open_render.h:81	unclassified interval within the independently cleared region
include/kf/open_render.h:83	FIELD_DECL	KfGraphicsRuntimeOpen	unknown_20124	u8[20]	20	unresolved		include/kf/open_render.h:83	unclassified interval within the independently cleared region
include/kf/open_render.h:84	FIELD_DECL	KfGraphicsRuntimeOpen	tmd_projected_vertices	KfScreenVertex[1000]	1000	aggregate		include/kf/open_render.h:84;src/open/render.c:237;src/open/render.c:259;src/open/render.c:281;src/open/render.c:301;src/open/render_map.c:37;src/open/render_tmd.c:31;src/open/render_tmd.c:71;src/open/render_tmd.c:103;src/open/render_tmd.c:135;src/open/render_tmd.c:171;src/open/render_tmd.c:209;src/open/render_tmd.c:252;src/open/render_tmd.c:285;src/open/render_tmd.c:324;src/open/render_tmd.c:354;src/open/render_tmd.c:392;src/open/render_tmd.c:423;src/open/render_tmd.c:456;src/open/render_unlit.c:20;src/open/render_unlit.c:90	Nested record/union or record array; project-owned child fields are separately listed. SDK children retain their SDK declarations.
include/kf/open_render.h:85	FIELD_DECL	KfGraphicsRuntimeOpen	unknown_22078	u8[8040]	8040	unresolved		include/kf/open_render.h:85	unclassified interval within the independently cleared region
include/kf/open_render.h:90	FIELD_DECL	KfGraphicsRuntimeOpen	light_quadrant_matrices	MATRIX[4]	4	numeric_matrix		include/kf/open_render.h:90;src/open/render_init.c:84;src/open/render_init.c:88;src/open/render_init.c:92;src/open/render_init.c:96;src/open/render_map_cells.c:55	SDK matrix coefficients/translation; arithmetic interpolation and matrix multiplication accept quantities. KF_FIXED12_ONE names numeric Q12 unity.
include/kf/open_render.h:93	FIELD_DECL	KfGraphicsRuntimeOpen	unknown_24786	u8[2]	2	unresolved		include/kf/open_render.h:93	unclassified interval within the independently cleared region
include/kf/open_render.h:99	TYPEDEF_DECL	file_scope	check_display_state	char[1]	1	layout_assertion		include/kf/open_render.h:99	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:100	TYPEDEF_DECL	file_scope	check_ordering_table	char[1]	1	layout_assertion		include/kf/open_render.h:100	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:101	TYPEDEF_DECL	file_scope	check_display_draw_environments	char[1]	1	layout_assertion		include/kf/open_render.h:101	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:102	TYPEDEF_DECL	file_scope	check_display_disp_environments	char[1]	1	layout_assertion		include/kf/open_render.h:102	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:103	TYPEDEF_DECL	file_scope	check_unknown_20108	char[1]	1	layout_assertion		include/kf/open_render.h:103	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:104	TYPEDEF_DECL	file_scope	check_tmd_state	char[1]	1	layout_assertion		include/kf/open_render.h:104	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:105	TYPEDEF_DECL	file_scope	check_unknown_2011c	char[1]	1	layout_assertion		include/kf/open_render.h:105	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:106	TYPEDEF_DECL	file_scope	check_current_tmd_vertices	char[1]	1	layout_assertion		include/kf/open_render.h:106	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:107	TYPEDEF_DECL	file_scope	check_unknown_20124	char[1]	1	layout_assertion		include/kf/open_render.h:107	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:108	TYPEDEF_DECL	file_scope	check_tmd_projected_vertices	char[1]	1	layout_assertion		include/kf/open_render.h:108	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:109	TYPEDEF_DECL	file_scope	check_unknown_22078	char[1]	1	layout_assertion		include/kf/open_render.h:109	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:110	TYPEDEF_DECL	file_scope	check_floor_item_state	char[1]	1	layout_assertion		include/kf/open_render.h:110	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:111	TYPEDEF_DECL	file_scope	check_DAT_8006e040	char[1]	1	layout_assertion		include/kf/open_render.h:111	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:112	TYPEDEF_DECL	file_scope	check_DAT_8006e044	char[1]	1	layout_assertion		include/kf/open_render.h:112	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:113	TYPEDEF_DECL	file_scope	check_render_state	char[1]	1	layout_assertion		include/kf/open_render.h:113	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:114	TYPEDEF_DECL	file_scope	check_light_quadrant_matrices	char[1]	1	layout_assertion		include/kf/open_render.h:114	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:115	TYPEDEF_DECL	file_scope	check_active_cell_window	char[1]	1	layout_assertion		include/kf/open_render.h:115	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:116	TYPEDEF_DECL	file_scope	check_tmd_projection_shift	char[1]	1	layout_assertion		include/kf/open_render.h:116	Compile-time size, alignment or offset assertion; no runtime elements.
include/kf/open_render.h:117	TYPEDEF_DECL	file_scope	check_unknown_24786	char[1]	1	layout_assertion		include/kf/open_render.h:117	Compile-time size, alignment or offset assertion; no runtime elements.
